ID,Title,ShortDescrition,BookPoints,BoB,ReasonForBoB,status,ReasonForDeny,Schvalovatel,Created,Created By,CategoryID,gb_title,gb_authors,gb_pageCount,gb_categories,gb_subtitle,gb_publisher,gb_publishedDate,gb_description,gb_isbn_10,gb_isbn_13,gb_printType,gb_mainCategory,gb_language,gb_averageRating,gb_ratingsCount,gb_dim_height,gb_dim_width,gb_dim_thickness,gb_img_smallThumbnail,gb_img_thumbnail,gb_img_small,gb_img_medium,gb_img_large,gb_img_extraLarge,gb_previewLink,gb_infoLink,gb_canonicalVolumeLink,gb_isEbook,gb_saleability,gb_buyLink,gb_viewability,gb_publicDomain,gb_epub_available,gb_pdf_available,ai_category,ai_points,ai_thematic_area,ai_remove_flag,ai_reason,ai_model,ai_prompt_version
448,Sell It Like Serhant,"Kniha je dá se říct sales guide book. Ryan Serhant (autor) je sice realitní makléř, tudíž vše vztahuje na to, jak prodej probíhá u nemovitostí, nicméně pokud se dostaneme k principům, jsou všude stejné a každý si v tom najde to svoje",2,False,"Kniha mě silně ovlivnila a pomohla mi v prodeji, konkrétněji jsem na schůzkách více uvědomělý co se týče reakcí druhé strany ",Schváleno,,,27.11.2024 18:47,Pávek Šimon (S-PEF),4,Sell It Like Serhant,Ryan Serhant,182,Business & Economics,"How to Sell More, Earn More, and Become the Ultimate Sales Machine",Hachette UK,2018-09-20,"A lively and practical guide to selling anything 'Ryan is not only charming and hilarious, he could sell milk to a cow. This book is going to be very helpful and humorous to a lot of people looking to up their business game' Andy Cohen, host of Watch What Happens Live... and New York Times bestselling author of Superficial Ryan Serhant was a shy, jobless hand model when he entered the real estate business in September 2008. Just nine years later, he has emerged as one of the top salespeople in the world and a co-star on Bravo's hit series Million Dollar Listing New York, as well as the star of Sell It Like Serhant. He has become an authority on the art of selling. Whether you are selling a property or a hot tub, golf balls or life insurance, Serhant shares the secrets behind how to close more deals than anyone else, expand your business, and keep clients coming back to you for more. Sell It Like Serhant is the blueprint for how to go from sales scrub to sales machine. Serhant provides useful lessons, lively stories, and examples that illustrate how anyone can employ his principles to increase profits and achieve success. Your measure of a good day will no longer depend on one deal or one client. A good salesperson never closes a deal and wonders, ""What now?"" The next deal is already happening. Serhant shares practical guidance on how to juggle multiple deals at once and close all of them EVERY. SINGLE. TIME. Sell It Like Serhant is a smart, at times hilarious, and always essential playbook to build confidence, generate results, and sell just about anything. You'll find tips on: * The Seven Stages of Selling * Getting FKD: How to Be a Time Manager, Not a Time Stealer * Negotiating Like A BOSS * ""The One Who..."": Everyone Needs a Hook * Pulling the Indecisive Client Forward * And Much More! Whatever your business or expertise, Sell It Like Serhant will make anyone a master at sales.Ready, set, GO! 'Full of smart tricks and tips to make a seller out of you' PEOPLE.com 'Whether you're in real estate or an author, you have to know how to sell yourself and your work. Because if you don't, you can't eat. This book from one of America's hardest hustling salesmen is a crash course into becoming great at it' Ryan Holiday, bestselling author of The Obstacle Is the Way and Ego Is the Enemy",1473695864,9781473695863,BOOK,,en,,,,,,http://books.google.com/books/content?id=ALZiDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=ALZiDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=ALZiDwAAQBAJ&printsec=frontcover&dq=intitle:Sell+It+Like+Serhant&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=ALZiDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=ALZiDwAAQBAJ,True,FOR_SALE,https://play.google.com/store/books/details?id=ALZiDwAAQBAJ&rdid=book-ALZiDwAAQBAJ&rdot=1&source=gbs_api,PARTIAL,False,True,False,2,2,Komunikace & prodej,no,"Kniha je schválena. Jedná se o praktickou příručku plnou konkrétních návodů, postupů a frameworků pro prodej, jako jsou například 'Sedm fází prodeje', proto spadá do kategorie 2. Standardní 2 body jsou ponechány, protože počet stran (182) neopravňuje ke snížení ani zvýšení hodnocení. Tematicky se kniha jednoznačně řadí do oblasti Komunikace & prodej.",gemini-2.5-pro,v1
449,The Winner Within,V původním BOBovi byla za tři,3,True,,Schváleno,,Plichta Jonáš (S),30.11.2024 17:33,Hájek Jakub (S-PEF),17,Summary: The Winner Within,"BusinessNews Publishing,",28,Business & Economics,Review and Analysis of Riley's Book,Primento,2014-10-14,"The must-read summary of Pat Riley's book: ""The Winner Within: A Life Plan for Team Players"". This complete summary of the ideas from Pat Riley's book ""The Winner Within: A Life Plan for Team Players"" shows how the key ingredient of success in any area of life is teamwork. The author explains that there is a winner inside each of us who is able to adapt ideas to all kinds of team play. By following Riley's advice and developing your teamwork skills, you can create a team environment that promotes success and magnifies individual accomplishments. Added-value of this summary: • Save time • Understand the key concepts • Expand your teamwork skills To learn more, read ""The Winner Within"" to develop your teamwork skills and become a winner!",2511018624,9782511018620,BOOK,,en,,,,,,http://books.google.com/books/content?id=PNLPBAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=PNLPBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=PNLPBAAAQBAJ&pg=PA13&dq=intitle:The+Winner+Within&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=PNLPBAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=PNLPBAAAQBAJ,True,FOR_SALE,https://play.google.com/store/books/details?id=PNLPBAAAQBAJ&rdid=book-PNLPBAAAQBAJ&rdot=1&source=gbs_api,PARTIAL,False,True,True,1,1,Leadership,no,"Kniha je schválena, protože se jedná o stručný souhrn knihy zaměřené na týmovou spolupráci a leadership. Obsahově spadá do kategorie 1, jelikož se jedná o inspirativní a motivační text bez konkrétních návodů. Standardní hodnocení pro tuto kategorii je 1 bod, který nelze dále snížit, přestože má kniha velmi nízký počet stran.",gemini-2.5-pro,v1
450,The Daily Stoic,"Parádní průvodce stoicismem, kde autor kombinuje starověké stoické myšlenky s aktuální dobou",3,False,"Kniha může změnit člověku život (sám vím, o čem mluvím). Kompletně může otočit smýšlení čtenáře ve všem, co dělá či jak myslí. Cokoliv jiného než tři body je pro tuto knihu hřích!!!",Schváleno,,,30.11.2024 17:55,Hájek Jakub (S-PEF),8,The Daily Stoic,"Ryan Holiday, Stephen Hanselman",417,Business & Economics,"366 Meditations on Wisdom, Perseverance, and the Art of Living",Penguin,2016-10-18,"From the team that brought you The Obstacle Is the Way and Ego Is the Enemy, a daily devotional of Stoic meditations—an instant Wall Street Journal and USA Today Bestseller. Why have history's greatest minds—from George Washington to Frederick the Great to Ralph Waldo Emerson, along with today's top performers from Super Bowl-winning football coaches to CEOs and celebrities—embraced the wisdom of the ancient Stoics? Because they realize that the most valuable wisdom is timeless and that philosophy is for living a better life, not a classroom exercise. The Daily Stoic offers 366 days of Stoic insights and exercises, featuring all-new translations from the Emperor Marcus Aurelius, the playwright Seneca, or slave-turned-philosopher Epictetus, as well as lesser-known luminaries like Zeno, Cleanthes, and Musonius Rufus. Every day of the year you'll find one of their pithy, powerful quotations, as well as historical anecdotes, provocative commentary, and a helpful glossary of Greek terms. By following these teachings over the course of a year (and, indeed, for years to come) you'll find the serenity, self-knowledge, and resilience you need to live well.",0735211744,9780735211742,BOOK,,en,5,1,,,,http://books.google.com/books/content?id=TR2MDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=TR2MDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=TR2MDAAAQBAJ&printsec=frontcover&dq=intitle:The+Daily+Stoic&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=TR2MDAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=TR2MDAAAQBAJ,True,FOR_SALE,https://play.google.com/store/books/details?id=TR2MDAAAQBAJ&rdid=book-TR2MDAAAQBAJ&rdot=1&source=gbs_api,PARTIAL,False,True,False,1,1,,no,"Kniha je schválena, jelikož se jedná o populární titul v oblasti osobního rozvoje, jehož principy jsou široce aplikovatelné i v profesním životě. Získává 1 bod, protože spadá do kategorie Inspirace (H1). Obsah je tvořen krátkými, denními zamyšleními a citáty, které slouží jako motivace a podnět k sebereflexi, nikoliv jako komplexní návod nebo hluboká filozofická analýza. Vyšší počet stran neovlivňuje hodnocení, jelikož vyplývá z formátu denních úryvků, nikoliv z hustoty či složitosti informací.",gemini-2.5-pro,v1
451,Cesta k nesvobodě,"Moderní historie kterou vás neučili. Jako ve zbraních vlivu, konkrétní příklady manipulace pro získání moci. Jako v páté disciplíně nové způsoby organizování. ",2,True,"Kniha má za mě místo v BoBu hlavně proto, že jako podnikáte bychom měli znát svět ve kterém budeme konat a chápat tak lépe naše činnosti v kontextu. Jako další argumenty jsou pak pochopení moci, protože moc v podnikání a politice je stejná, jde jen o její koncentraci. ",Schváleno,,Lustig Zdeněk,30.11.2024 21:05,Chamrád Michal (S-PEF),10,Cesta k nesvobodě,Timothy Snyder,355,History,,Paseka,2019-01-01,"Liberální demokracie není absolutním vítězem studené války a ohlášený konec dějin se nekoná. Vladimir Putin se opevnil ve své mocenské pozici a fašistické představy o potřebě pevné ruky začínají ve světě opět rezonovat. Rusko vede kybernetickou válku v Evropě a Spojených státech, využívá svých nových spojenců mezi nacionalisty, radikály a oligarchy, aby snižovalo důvěryhodnost demokratických institucí. Výsledkem současného trendu jsou brexit, Donald Trump, všeobecný vzestup populismu a čím dál patrnější zranitelnost západní společnosti. Na základě velkoryse pojatého výzkumu a prostřednictvím událostí poslední doby v Rusku, na Ukrajině, v USA i v Evropě ukazuje Snyder podstatu hrozícího nebezpečí. Pomáhá porozumět, proč jsou tradiční politické ctnosti prospěšné a kterou z nabízených možností bychom si měli zvolit: rovnost, nebo oligarchii, individualitu, nebo totalitu, pravdu, nebo lež. Ohromující svědectví o vzestupu autoritářství jde hlouběji než novinové titulky a nabízí nám cestu ven ze všeobecné nejistoty. Timothy Snyder (1969) působí jako profesor historie na Yaleově univerzitě. Je autorem knižního rozhovoru s historikem Tonym Judtem Intelektuál ve dvacátém století (Prostor 2013). Jeho knihy, věnované pohnutým dějinám střední a východní Evropy, Krvavé země (Paseka - Prostor 2013) a Černá zem (Paseka - Prostor 2015) se staly výjimečnou událostí historiografie 20. století a mezinárodními bestsellery. Mimořádnou pozornost vzbudila Tyranie. 20 lekcí z 20. století, burcující k občanskému angažmá tváří v tvář krizi demokracie. Získal mnoho cen, např. Cenu VIZE 97, Cenu Hannah Arendtové nebo Lipskou knižní cenu evropského porozumění.",8076370183,9788076370180,BOOK,,cs,,,,,,http://books.google.com/books/content?id=9lEBEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=9lEBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=9lEBEAAAQBAJ&printsec=frontcover&dq=intitle:Cesta+k+nesvobod%C4%9B&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=9lEBEAAAQBAJ&dq=intitle:Cesta+k+nesvobod%C4%9B&hl=&source=gbs_api,https://books.google.com/books/about/Cesta_k_nesvobod%C4%9B.html?hl=&id=9lEBEAAAQBAJ,False,NOT_FOR_SALE,,PARTIAL,False,True,True,3,3,,no,"Kniha je schválena, protože se jedná o zásadní analýzu současných politických a společenských jevů, která spadá do širšího kontextu rozvoje společnosti a porozumění jejím mechanismům. Dílo Timothyho Snydera je kognitivně náročné a transformuje pohled na současnou demokracii a její ohrožení, což plně odpovídá kategorii Komplexní změna paradigmatu. Standardní hodnocení 3 body je proto na místě. Úprava bodů na základě počtu stran se neaplikuje, jelikož 355 stran je v běžném rozsahu.",gemini-2.5-pro,v1
452,Debordelizace hlavy - Zprimitivněte k úspěchu,"Kniha se zaměřuje na praktické metody, jak si uspořádat život, zbavit se chaosu v mysli a zvýšit produktivitu. Toman čerpá z vlastních zkušeností a nabízí konkrétní rady, jak se zbavit zbytečností, zaměřit se na důležité cíle a dosáhnout větší efektivity. ",2,False,"Kniha mi neskutečně otevřela oči. Po aplikaci myšlenek do reálného života jsem se začala opravdu cítit lépe. Kroky, které Ivo Toman doporučuje jsou velmi konkrétní a tím pádem i jasně aplikovatelné. Odnesla jsem si toho mnoho a se spoustou věcí stále pracuji.",Schváleno,,,03.12.2024 12:57,Kozáková Marie (S-PEF),8,Debordelizace hlavy,Ivo Toman,,,zprimitivněte k úspěchu,,2009,,8027043050,9788027043057,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=lOLmvQEACAAJ&dq=intitle:Debordelizace+hlavy+-+Zprimitivn%C4%9Bte+k+%C3%BAsp%C4%9Bchu&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=lOLmvQEACAAJ&dq=intitle:Debordelizace+hlavy+-+Zprimitivn%C4%9Bte+k+%C3%BAsp%C4%9Bchu&hl=&source=gbs_api,https://books.google.com/books/about/Debordelizace_hlavy.html?hl=&id=lOLmvQEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,2,2,,no,"Kniha je schválena, protože se jedná o praktickou příručku v oblasti osobního rozvoje. Popis uvádí, že nabízí konkrétní rady a praktické metody pro zvýšení produktivity a uspořádání života, což přesně odpovídá kategorii 2 (Praktická dovednost, proces a nástroj). Jelikož počet stran není k dispozici, je uděleno standardní hodnocení 2 body pro tuto kategorii. Kniha je relevantní a tematicky zapadá do požadovaného rámce.",gemini-2.5-pro,v1
453,Klíčem je klid,"Kniha provází stoickými myšlenkami o klidu a osvětluje čtenáři, jak je vnitřní klid důležitý. ",2,True,"Kniha provází stoickými myšlenkami o klidu a osvětluje čtenáři, jak je vnitřní klid důležitý. ",Schváleno,,Plichta Jonáš (S),07.12.2024 7:39,Hájek Jakub (S-PEF),8,Klíčem je klid,Ryan Holiday,,,,,2020,,8090788432,9788090788435,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=ucyUzgEACAAJ&dq=intitle:Kl%C3%AD%C4%8Dem+je+klid&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=ucyUzgEACAAJ&dq=intitle:Kl%C3%AD%C4%8Dem+je+klid&hl=&source=gbs_api,https://books.google.com/books/about/Kl%C3%AD%C4%8Dem_je_klid.html?hl=&id=ucyUzgEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,1,1,,no,"Kniha je schválena, protože se zaměřuje na osobní rozvoj, což je relevantní tematická oblast. Popis naznačuje, že jde o inspirativní a populárně-naučné dílo založené na stoické filozofii, které slouží jako úvod do tématu vnitřního klidu. Obsah tedy spadá do kategorie 1 (Inspirace), za kterou náleží 1 bod. Vzhledem k chybějícímu počtu stran se body neupravují.",gemini-2.5-pro,v1
454,30 hodin,"Zkušený inovátor Dalibor Pulkert nabízí kompletního průvodce, který vám pomůže nápad nejen vymyslet, ale především vyladit, ověřit na trhu a dostat do hmatatelné podoby už během 30 dní. Ať už chcete vybudovat druhý Rohlík nebo otevřít vysněnou kavárnu, kniha vás naučí být sám k sobě upřímný, využít naplno kritické myšlení a svůj záměr podrobit za pomoci praktických úkolů a nástrojů zkoumání z mnoha perspektiv.",2,False,"Zkušený inovátor Dalibor Pulkert nabízí kompletního průvodce, který vám pomůže nápad nejen vymyslet, ale především vyladit, ověřit na trhu a dostat do hmatatelné podoby už během 30 dní. Ať už chcete vybudovat druhý Rohlík nebo otevřít vysněnou kavárnu, kniha vás naučí být sám k sobě upřímný, využít naplno kritické myšlení a svůj záměr podrobit za pomoci praktických úkolů a nástrojů zkoumání z mnoha perspektiv.",Schváleno,,,09.12.2024 8:27,Burianová Kateřina (S-PEF),4,30 hodin,Dalibor Pulkert,247,Business & Economics,Ověř nápad v rekordním čase a rozjeď vysněné podnikání,Jan Melvil Publishing,2024-05-07,">> „Skvělá ‚mapa‘ pro všechny, kteří nechtějí, aby jejich nápad zůstal jen v šuplíku.“ — Roman Šiser, inovační manažer společnosti Škoda Auto > Chcete začít podnikat, ale stále váháte? Rozšířit portfolio o nový výrobek či službu? Nebo bez rizika zjistit, kam až to může váš nápad dotáhnout? << ## O knize Zkušený inovátor Dalibor Pulkert nabízí kompletního průvodce, který vám pomůže nápad nejen vymyslet, ale především vyladit, ověřit na trhu a dostat do hmatatelné podoby už během 30 dní. Ať už chcete vybudovat druhý Rohlík nebo otevřít vysněnou kavárnu, kniha vás naučí být sám k sobě upřímný, využít naplno kritické myšlení a svůj záměr podrobit za pomoci praktických úkolů a nástrojů zkoumání z mnoha perspektiv. ## V knize se mimo jiné dozvíte - Kolik peněz a let života jste vlastně rozvíjení svého nápadu ochotni věnovat. - Zda je důležitější detailní plánování a testování, nebo jen správné načasování. - Jak eliminovat rizika, která mohou vaše podnikání zničit hned v zárodku. - Prvotní nadšení nás až k cíli nedostane a dlouhodobá motivace vyžaduje rafinovanější přístup. - Ani sebelepší nápad nestačí, pokud nedává smysl zákazníkům. Během 30 hodin práce rozložených do jednoho měsíce najdete odpověď na otázku, jestli má váš nápad šanci na úspěch a stojí za to se do něj pustit. ## O autorovi Dalibor Pulkert (* 1988) je podnikatel, školitel a inovátor, který se věnuje zejména podpoře české staroušové scény. Je spoluzakladatelem inovační laboratoře Outboxers, kde mimo jiné pomáhá začínajícím podnikatelům s rozvojem a velkým klientům s ověřováním nápadů na trhu a rozjížděním produktů i firem na klíč. Mezi ně patří například Škoda Auto, ČSOB, Vodafone, Česká spořitelna a řada menších firem. Se ženou a dvěma dětmi žije v Praze. # Více o knize https://www.melvil.cz/30-hodin",8075552210,9788075552211,BOOK,,cs,,,,,,http://books.google.com/books/content?id=F10GEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=F10GEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=F10GEQAAQBAJ&printsec=frontcover&dq=intitle:30+hodin&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=F10GEQAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=F10GEQAAQBAJ,True,FOR_SALE,https://play.google.com/store/books/details?id=F10GEQAAQBAJ&rdid=book-F10GEQAAQBAJ&rdot=1&source=gbs_api,PARTIAL,False,True,False,2,2,Inovace & kreativita,no,"Kniha je schválena. Jde o praktického průvodce s konkrétními postupy, nástroji a úkoly pro ověření podnikatelského nápadu, což přesně odpovídá Hodnocení 2. Bodové ohodnocení je standardní 2 body, protože počet stran (247) nezakládá důvod pro jeho úpravu. Díky svému zaměření na proces od nápadu k realizaci kniha jednoznačně spadá do tematické oblasti Inovace & kreativita.",gemini-2.5-pro,v1
455,Lukostřelec,"Kniha vypráví o příběhu lukostřelce a jeho cestě, po které se vydává ve svém životě. Popisuje jednotlivé kroky, ke kterým se dostáváme.",2,False,"Byla mi přínosem a myslím si, že mi to ukázalo jiný pohled na svět.",Schváleno,,,09.12.2024 14:43,Lendvaiová Tereza (S-PEF),8,Zázračný lukostřelec,Miroslav Slach,154,,Čekání na Romana : Dvě historické novely,,1976,"První próza (Čekání na Romana ) zavádí do královského města Bardejova před pěti stoletími a líčí historku kolem stavby renesanční radnice. Druhá (Zázračný lukostřelec), situovaná do Mělníka za časů Václava IV., vypráví příběh mistrného lukostřelce, jenž na střeleckých závodech dobývá svou lásku a zachraňuje město před zneuctěním.",,,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=JsJgPwAACAAJ&dq=intitle:Lukost%C5%99elec&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=JsJgPwAACAAJ&dq=intitle:Lukost%C5%99elec&hl=&source=gbs_api,https://books.google.com/books/about/Z%C3%A1zra%C4%8Dn%C3%BD_lukost%C5%99elec.html?hl=&id=JsJgPwAACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,1,1,,yes,"Kniha by měla být odstraněna, protože se jedná o beletrii, konkrétně o dvě historické prózy. Popisovaný obsah, příběhy z historických českých měst, nespadá do žádné z požadovaných tematických oblastí, jako je osobní rozvoj, management či inovace. Kniha neposkytuje návody ani inspiraci pro rozvoj, ale je uměleckým literárním dílem. Z tohoto důvodu je označena k odstranění a hodnocení kategorií a bodů je pouze formální.",gemini-2.5-pro,v1
457,27 manipulativních technik,"Jde o techniky manipulace, která je využívaná každý den. Buď ji využíváme vědomě nebo ne. Jsou tu zapsány techniky a jak se jim bránit (vše z praxe)",2,True,"Myslím si, že je správné si o tom něco přečíst, díky této knize, kterou jsem si přečetla, tak jsem si uvědomila a všimla, že je někdo v mém okolí manipulován.",Schváleno,,,09.12.2024 14:58,Lendvaiová Tereza (S-PEF),8,27 manipulativních technik,Andreas Edmüller,178,,,Grada Publishing a.s.,2010-01-01,"Jaké jsou nejčastější manipulativní techniky? Jak manipulaci rozpoznat a účinně se jí bránit? V čtivé a praktické příručce najdete návody, jak na manipulaci vyzrát. Dozvíte se, jak prokouknout klamné argumenty, jak jednat chytře a prosadit svou vůli. Na příkladech a cvičeních si natrénujete, jak manipulaci odhalit a odrazit ji.",8024733005,9788024733005,BOOK,,cs,5,1,,,,http://books.google.com/books/content?id=j8ZX9UL0KIAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=j8ZX9UL0KIAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=j8ZX9UL0KIAC&printsec=frontcover&dq=intitle:27+manipulativn%C3%ADch+technik&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=j8ZX9UL0KIAC&dq=intitle:27+manipulativn%C3%ADch+technik&hl=&source=gbs_api,https://books.google.com/books/about/27_manipulativn%C3%ADch_technik.html?hl=&id=j8ZX9UL0KIAC,False,NOT_FOR_SALE,,PARTIAL,False,False,True,2,2,Komunikace & prodej,no,"Kniha je schválena, protože se jedná o praktickou příručku, která učí konkrétní dovednost – rozpoznání a obranu proti manipulaci. Díky svému zaměření na konkrétní postupy, příklady a cvičení spadá do kategorie 2 s odpovídajícím hodnocením 2 body. Počet stran 178 neovlivňuje bodování, jelikož nespadá do limitů pro úpravu. Tematicky kniha patří do oblasti Komunikace & prodej, protože se přímo věnuje technikám ovlivňování v mezilidské interakci.",gemini-2.5-pro,v1
458,Jak žít a vyhnout se syndromu vyhoření ,Kniha o syndromu vyhoření a jak se mu vyhnout. ,2,False,"Kniha by podle mě měla být v BoB, jelikož s tímto jevem se může setkat každý z nás, především podnikatelé. Tato kniha mimo jiné pomáhá tomuto stavu předejít. ",Schváleno,,,09.12.2024 17:50,Tsuperiak Andriana (S),8,Jak žít a vyhnout se syndromu vyhoření,Radkin Honzák,219,Psychology,,Vyšehrad,2018-01-01,"Jak vystoupit z bludného kruhu vyčerpání? Syndrom vyhoření je stav naprostého fyzického a duševního vyčerpání s možnými vážnými zdravotními důsledky. Tuto knihu napsal známý psychiatr MUDr. Radkin Honzák pro lidi, kteří jsou pod silným tlakem stresorů a mohli by se kandidáty vyhoření poměrně snadno stát. Syndrom vyhoření neboli burn out je stav naprostého fyzického a duševního vyčerpání s možnými vážnými zdravotními důsledky. Kdo vyhořel, musel předtím hořet. Musel být zapálený pro svou – většinou lidumilnou – činnost. Ale zapálíme-li svíčku na obou koncích, dostaneme sice dvakrát víc světla, vyhoří však za poloviční dobu. Tuto knihu napsal známý psychiatr MUDr. Radkin Honzák pro lidi, kteří mají pocit, že jsou pod silným tlakem stresorů a že by se mohli kandidáty vyhoření poměrně snadno stát: „Pokud jste se ocitli v situaci, že plameny vašeho nadšení hodlají už strávit vás, je nezbytná nějaká změna. A jediné, co můžete změnit, jste vy samotní. To je blbé! A těžké! Ale je to jediné skutečně účinné řešení a stojí za to – v každém věku!“ Spíše než na rady typu „to dělej – to nedělej“ se přitom dr. Honzák přitom zaměřuje na to, jak jít životem radostněji a vyhnout se pastem, které – kupodivu – na sebe nastražujeme nejhorlivěji, nejčastěji, nejvíc a nejefektivněji my sami. Nikdo totiž nedělá větší chybu než ten, kdo nedělá nic v domnění, že to málo, co udělat může, nemá smysl, a zcela si tak uzavírá možnosti poučit se a něco na sobě změnit. Živě a populárně napsaná knížka popisuje, co to syndrom vyhoření je a jak se rodí, přináší i tabulky s možností „obodovat se“ v naší konkrétní situaci, ale hlavně pomáhá hledat cestu, jak z téhle šlamastyky ven. MUDr. Radkin Honzák (*?1939) absolvoval Fakultu všeobecného lékařství v Praze. Po čtyřech letech v Psychiatrické léčebně v Kosmonosích nastoupil jako psychiatrický konziliář v tehdejším Ústavu pro výzkum výživy lidu v Krči, posléze integrovaného do IKEM, kde stále pracuje v ambulanci a v transplantačním programu. V souvislosti s ním byl devět let členem etické komise CAHBI ve Štrasburku. Věnoval se pacientům s gastroenterologickými, kardiovaskulárními a nefrologickými problémy, což ho přivedlo k psychosomatice. Po roce 1989 vedl deset let Oddělení lékařské psychologie, psychoterapie a psychosomatiky 1. LF UK, další dekádu působil na Psychiatrické katedře IPVZ a později v Psychiatrické nemocnici v Bohnicích. Ve Vyšehradu vyšel v několika vydáních jeho knižní rozhovor s Renatou Červenkovou Všichni žijem’ v blázinci s podtitulem Současnost očima psychiatra a ohromný úspěch zaznamenala jeho poslední knihy Psychosomatická prvouka. K aktuálním otázkám se Radkin Honzák trefně vyjadřuje též na blogu na www.aktualne.cz. Své celoživotní poznatky shrnuje do věty: „Člověk vydrží víc než zvíře, jen mu dát příležitost.“",8076010659,9788076010659,BOOK,,cs,,,,,,http://books.google.com/books/content?id=i3ByDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=i3ByDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=i3ByDwAAQBAJ&printsec=frontcover&dq=intitle:Jak+%C5%BE%C3%ADt+a+vyhnout+se+syndromu+vyho%C5%99en%C3%AD&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=i3ByDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=i3ByDwAAQBAJ,True,FOR_SALE,https://play.google.com/store/books/details?id=i3ByDwAAQBAJ&rdid=book-i3ByDwAAQBAJ&rdot=1&source=gbs_api,PARTIAL,False,True,True,2,2,,no,"Kniha je schválena. Spadá do kategorie praktických dovedností (H2), protože kromě populárně-naučného vysvětlení syndromu vyhoření nabízí i konkrétní nástroje, jako jsou tabulky pro sebehodnocení. Cílem je pomoci čtenáři aktivně řešit svou situaci, nejen ho inspirovat, proto získává 2 body. Rozsah knihy nevyžaduje úpravu bodování.",gemini-2.5-pro,v1
